ZIP Code Standard,Zip Codes Clean,City ,State,County,Crime Rate ,Urban or Rural,Population (2010 US Census),Low Access Tract 1and10,Vehicle Access,Low Income Tracts,Poverty Rate,Poverty Tract (At or > 20%),Median Family Income,"Family Income Tract (At or < $59,039)",Low Access to Supermarket,Risk of Of Being Distant from SM,Access to Exercise (%),Lack of Exercise Access,High School Graduation Rate,Below National Average (84.6%),Percentage Unemployed,Unemployed Tract (National Average = 3.7%,Percentage Uninsured,Uninsured Tract (National Average = 8.8%
59070,59070,ROBERTS,Montana,Carbon,0,0,2259,0,0,0,7.5,0,70273,0,1214.854319,1,0.45,1,0.98,0,0.037,0,0.11,1
59324,59324,Ekalaka,Montana,Carter,0,0,1160,0,0,0,10.9,0,61429,0,1159.999998,1,0.22,1,1,0,0.026,0,0.13,1
59336,59336,Ismay,Montana,Custer,0,0,1905,0,0,0,9.2,0,70592,0,912.2252086,0,0.72,0,0.84,1,0.032,0,0.08,0
59222,59222,FLAXVILLE,Montana,Daniels,0,0,1751,0,0,0,6.7,0,63603,0,469.281523,0,0,1,1,0,0.023,0,0.1,1
59263,59263,SCOBEY,Montana,Daniels,0,0,1751,0,0,0,6.7,0,63603,0,469.281523,0,0,1,1,0,0.023,0,0.1,1
59276,59276,WHITETAIL,Montana,Daniels,0,0,1751,0,0,0,6.7,0,63603,0,469.281523,0,0,1,1,0,0.023,0,0.1,1
59315,59315,Bloomfield,Montana,Dawson,0,0,1456,0,0,0,14.2,0,57321,1,1092.179999,1,0.67,1,0.89,0,0.032,0,0.08,0
59313,59313,BAKER,Montana,Fallon,0,0,2890,0,0,0,6.2,0,67375,0,648.4119066,0,0.76,0,0.95,0,0.027,0,0.07,0
59344,59344,Plevna,Montana,Fallon,0,0,2890,0,0,0,6.2,0,67375,0,648.4119066,0,0.76,0,0.95,0,0.027,0,0.07,0
59430,59430,Denton,Montana,Fergus,0,0,5011,0,0,0,18.6,0,56607,1,3357.02447,1,0.72,0,0.87,0,0.04,1,0.09,1
59457,59457,Heath,Montana,Fergus,0,0,5011,0,0,0,18.6,0,56607,1,3357.02447,1,0.72,0,0.87,0,0.04,1,0.09,1
59464,59464,Moore,Montana,Fergus,0,0,5011,0,0,0,18.6,0,56607,1,3357.02447,1,0.72,0,0.87,0,0.04,1,0.09,1
59471,59471,Roy,Montana,Fergus,0,0,5011,0,0,0,18.6,0,56607,1,3357.02447,1,0.72,0,0.87,0,0.04,1,0.09,1
59714,59714,Belgrade,Montana,Gallatin,0,0,4703,0,0,0,7.2,0,75045,0,0,0,0.81,0,0.87,0,0.028,0,0.08,0
59715,59715,Bozeman,Montana,Gallatin,0,0,1980,0,0,0,10.4,0,70833,0,572.4487597,0,0.81,0,0.87,0,0.028,0,0.08,0
59716,59716,Bozeman,Montana,Gallatin,0,0,1980,0,0,0,10.4,0,70833,0,572.4487597,0,0.81,0,0.87,0,0.028,0,0.08,0
59741,59741,Manhattan,Montana,Gallatin,0,0,3098,0,0,0,9.8,0,59076,0,3098.000007,1,0.81,0,0.87,0,0.028,0,0.08,0
59752,59752,Three Forks,Montana,Gallatin,0,0,4848,0,0,0,5.9,0,67110,0,477.2375715,0,0.81,0,0.87,0,0.028,0,0.08,0
59772,59772,Bozeman,Montana,Gallatin,0,0,9162,0,1,0,12.3,0,77773,0,0,0,0.81,0,0.87,0,0.028,0,0.08,0
59058,59058,Mosby,Montana,Garfield,0,0,1206,0,0,0,8.9,0,62917,0,666.9303579,0,0.13,1,1,0,0.029,0,0.11,1
59318,59318,BRUSETT,Montana,Garfield,0,0,1206,0,0,0,8.9,0,62917,0,666.9303579,0,0.13,1,1,0,0.029,0,0.11,1
59337,59337,Jordan,Montana,Garfield,0,0,1206,0,0,0,8.9,0,62917,0,666.9303579,0,0.13,1,1,0,0.029,0,0.11,1
59521,59521,Box Elder,Montana,Hill,0,0,1336,0,0,0,16.3,0,53819,1,1289.203016,1,0.77,0,0.72,1,0.038,1,0.12,1
59631,59631,Basin,Montana,Jefferson,0,0,3899,0,0,0,0.6,0,101538,0,36.84512353,0,0.57,1,0.8,1,0.043,1,0.09,1
59632,59632,Boulder,Montana,Jefferson,0,0,3977,0,0,0,13,0,77500,0,1004.862704,1,0.57,1,0.8,1,0.043,1,0.09,1
59634,59634,Montana City,Montana,Jefferson,0,0,3899,0,0,0,0.6,0,101538,0,36.84512353,0,0.57,1,0.8,1,0.043,1,0.09,1
59721,59721,Cardwell,Montana,Jefferson,0,0,3530,0,0,0,13.2,0,50469,1,292.0614925,0,0.57,1,0.8,1,0.043,1,0.09,1
59452,59452,Hobson,Montana,Judith Basin,0,0,2072,0,0,0,12.8,0,58207,1,1251.103261,1,0.09,1,1,0,0.037,0,0.1,1
59462,59462,Benchland,Montana,Judith Basin,0,0,2072,0,0,0,12.8,0,58207,1,1251.103261,1,0.09,1,1,0,0.037,0,0.1,1
59479,59479,Stanford,Montana,Judith Basin,0,0,2072,0,0,0,12.8,0,58207,1,1251.103261,1,0.09,1,1,0,0.037,0,0.1,1
59479,59479,Stanford,Montana,Judith Basin,0,0,2072,0,0,0,12.8,0,58207,1,1251.103261,1,0.09,1,1,0,0.037,0,0.1,1
59601,59601,Helena,Montana,Lewis and Clark,0,0,4655,0,0,0,5.5,0,78821,0,559.673361,0,0.78,0,0.86,0,0.035,0,0.08,0
59602,59602,Helena,Montana,Lewis and Clark,1,0,2513,0,0,0,8.4,0,66786,0,1087.864192,1,0.78,0,0.86,0,0.035,0,0.08,0
59604,59604,Helena,Montana,Lewis and Clark,0,0,5958,0,1,1,22,1,60253,0,0,0,0.78,0,0.86,0,0.035,0,0.08,0
59522,59522,Chester,Montana,Liberty,0,0,2339,0,1,0,16.5,0,57734,1,1312.573663,1,0.39,1,0.92,0,0.031,0,0.13,1
59710,59710,Alder,Montana,Madison,0,0,3108,0,0,0,8.8,0,66719,0,411.593194,0,0.36,1,0.94,0,0.04,1,0.11,1
59729,59729,Ennis,Montana,Madison,0,0,2580,0,0,0,10.9,0,60551,0,1397.605195,1,0.36,1,0.94,0,0.04,1,0.11,1
59735,59735,Harrison,Montana,Madison,1,0,2003,0,0,0,11.2,0,55300,1,512.8729758,0,0.36,1,0.94,0,0.04,1,0.11,1
59740,59740,McAllister,Montana,Madison,0,0,3108,0,0,0,8.8,0,66719,0,411.593194,0,0.36,1,0.94,0,0.04,1,0.11,1
59749,59749,Sheridan,Montana,Madison,0,0,3108,0,0,0,8.8,0,66719,0,411.593194,0,0.36,1,0.94,0,0.04,1,0.11,1
59751,59751,Silver Star,Montana,Madison,0,0,2580,0,0,0,10.9,0,60551,0,1397.605195,1,0.36,1,0.94,0,0.04,1,0.11,1
59754,59754,Twin Bridges,Montana,Madison,0,0,2003,0,0,0,11.2,0,55300,1,512.8729758,0,0.36,1,0.94,0,0.04,1,0.11,1
59755,59755,Virginia City,Montana,Madison,0,0,2580,0,0,0,10.9,0,60551,0,1397.605195,1,0.36,1,0.94,0,0.04,1,0.11,1
59214,59214,BROCKWAY,Montana,McCone,0,0,1734,0,0,0,9.1,0,65625,0,714.3945284,0,0.38,1,0.96,0,0.022,0,0.15,1
59215,59215,CIRCLE,Montana,McCone,0,0,1734,0,0,0,9.1,0,65625,0,714.3945284,0,0.38,1,0.96,0,0.022,0,0.15,1
59274,59274,Vida,Montana,McCone,0,0,1734,0,0,0,9.1,0,65625,0,714.3945284,0,0.38,1,0.96,0,0.022,0,0.15,1
59801,59801,Missoula,Montana,Missoula,0,0,10739,0,1,0,9,0,66928,0,0,0,0.93,0,0.86,0,0.036,0,0.09,1
59054,59054,MELSTONE,Montana,Musselshell,0,0,2539,0,0,0,15.2,0,61719,0,1447.183261,1,0.55,1,0.91,0,0.044,1,0.12,1
59059,59059,Musselshell,Montana,Musselshell,1,0,2539,0,0,0,15.2,0,61719,0,1447.183261,1,0.55,1,0.91,0,0.044,1,0.12,1
59072,59072,Roundup,Montana,Musselshell,1,0,1999,0,0,0,18.6,0,57692,1,0,0,0.55,1,0.91,0,0.044,1,0.12,1
59030,59030,Gardiner,Montana,Park,0,0,1785,0,0,0,7.1,0,59712,0,228.8221379,0,0.6,1,0.93,0,0.04,1,0.1,1
59047,59047,LIVINGSTON,Montana,Park,0,0,4067,0,0,0,12.7,0,59336,0,1893.882301,1,0.6,1,0.93,0,0.04,1,0.1,1
59018,59018,Clyde Park,Montana,Park,0,0,1493,0,0,0,14.6,0,67500,0,342.6063696,0,0.6,1,0.93,0,0.04,1,0.1,1
59087,59087,Winnett,Montana,Petroleum,0,0,494,0,0,0,10.9,0,49107,1,494.0000023,0,0.06,1,1,0,0.047,1,0.14,1
59087,59087,CAT CREEK,Montana,Petroleum,0,0,494,0,0,0,10.9,0,49107,1,494.0000023,0,0.06,1,1,0,0.047,1,0.14,1
59261,59261,SACO,Montana,Phillips,1,0,4253,0,0,0,13.8,0,53081,1,1134.185662,1,0.07,1,0.94,0,0.045,1,0.14,1
59538,59538,Malta,Montana,Phillips,1,0,4253,0,0,0,13.8,0,53081,1,1134.185662,1,0.07,1,0.94,0,0.045,1,0.14,1
59546,59546,Zortman,Montana,Phillips,1,0,4253,0,0,0,13.8,0,53081,1,1134.185662,1,0.07,1,0.94,0,0.045,1,0.14,1
59314,59314,Biddle,Montana,Powder River,0,0,1743,0,0,0,11,0,54857,1,912.9339993,0,0.18,1,0.9,0,0.026,0,0.11,1
59317,59317,SONNETTE,Montana,Powder River,0,0,1743,0,0,0,11,0,54857,1,912.9339993,0,0.18,1,0.9,0,0.026,0,0.11,1
59343,59343,Olive,Montana,Powder River,0,0,1743,0,0,0,11,0,54857,1,912.9339993,0,0.18,1,0.9,0,0.026,0,0.11,1
59713,59713,Avon,Montana,Powell,0,0,1431,0,0,0,13.8,0,51196,1,1320.405808,1,0.83,0,0.94,0,0.044,1,0.1,1
59722,59722,Deer Lodge,Montana,Powell,0,0,5596,0,0,0,15.8,0,51094,1,23.31670436,0,0.83,0,0.94,0,0.044,1,0.1,1
59728,59728,Elliston,Montana,Powell,0,0,1431,0,0,0,13.8,0,51196,1,1320.405808,1,0.83,0,0.94,0,0.044,1,0.1,1
59731,59731,Garrison,Montana,Powell,0,0,5596,0,0,0,15.8,0,51094,1,23.31670436,0,0.83,0,0.94,0,0.044,1,0.1,1
59262,59262,SAVAGE,Montana,Richland,0,0,1476,0,0,1,21.1,1,57250,1,311.547853,0,0.5,1,0.9,0,0.038,1,0.09,1
59270,59270,SIDNEY,Montana,Richland,0,0,1573,0,0,0,14.3,0,77356,0,1242.384457,1,0.5,1,0.9,0,0.038,1,0.09,1
59213,59213,BROCKTON,Montana,Roosevelt,0,0,1578,0,0,0,7.3,0,76250,0,1577.831449,1,0.49,1,0.73,1,0.47,1,0.18,1
59218,59218,CULBERTSON,Montana,Roosevelt,0,0,4549,0,0,1,23.6,1,51310,1,220.5827668,0,0.49,1,0.73,1,0.47,1,0.18,1
59003,59003,Ashland,Montana,Rosebud,0,0,2520,0,0,0,5.1,0,59948,0,430.0098174,0,0.55,1,0.74,1,0.052,1,0.13,1
59012,59012,Birney,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59043,59043,Lame Deer,Montana,Rosebud,0,0,2520,0,0,0,5.1,0,59948,0,430.0098174,0,0.55,1,0.74,1,0.052,1,0.13,1
59323,59323,Colstrip,Montana,Rosebud,0,0,1376,0,0,0,11.6,0,56917,1,953.879524,0,0.55,1,0.74,1,0.052,1,0.13,1
59327,59327,Forsyth,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59327-0291,59327,Forsyth,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59347,59347,Rosebud,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59347-0064,59347,Rosebud,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59347,59347,Rosebud,Montana,Rosebud,0,0,2219,0,0,0,7.6,0,90132,0,0,0,0.55,1,0.74,1,0.052,1,0.13,1
59859,59859,PLAINS,Montana,Sanders,0,0,3544,0,0,1,22.2,1,39828,1,227.7780638,0,0.83,0,0.92,0,0.07,1,0.15,1
59211,59211,Antelope,Montana,Sheridan,0,0,2378,0,0,0,11.9,0,69155,0,225.681633,0,0.64,1,1,0,0.027,0,0.1,1
59242,59242,Homestead,Montana,Sheridan,0,0,2378,0,0,0,11.9,0,69155,0,225.681633,0,0.64,1,1,0,0.027,0,0.1,1
59247,59247,Medicine Lake,Montana,Sheridan,0,0,2378,0,0,0,11.9,0,69155,0,225.681633,0,0.64,1,1,0,0.027,0,0.1,1
59254,59254,PLENTYWOOD,Montana,Sheridan,0,0,2378,0,0,0,11.9,0,69155,0,225.681633,0,0.64,1,1,0,0.027,0,0.1,1
59256,59256,Raymond,Montana,Sheridan,0,0,2378,0,0,0,11.9,0,69155,0,225.681633,0,0.64,1,1,0,0.027,0,0.1,1
59258,59258,RESERVE,Montana,Sheridan,1,0,1006,0,0,0,10.4,0,65781,0,966.8098368,0,0.64,1,1,0,0.027,0,0.1,1
59001,59001,Absarokee,Montana,Stillwater,0,0,3797,0,0,0,6.8,0,71466,0,26.91400097,0,0.36,1,0.84,1,0.039,1,0.08,0
59019,59019,Columbus,Montana,Stillwater,0,0,2222,0,0,0,9.2,0,73417,0,533.310192,0,0.36,1,0.84,1,0.039,1,0.08,0
59028,59028,Fishtail,Montana,Stillwater,0,0,3098,0,0,0,6.7,0,72411,0,897.4837246,0,0.36,1,0.84,1,0.039,1,0.08,0
59057,59057,MOLT,Montana,Stillwater,0,0,3797,0,0,0,6.8,0,71466,0,26.91400097,0,0.36,1,0.84,1,0.039,1,0.08,0
59063,59063,Park City ,Montana,Stillwater,0,0,2222,0,0,0,9.2,0,73417,0,533.310192,0,0.36,1,0.84,1,0.039,1,0.08,0
59067,59067,RAPELJE,Montana,Stillwater,0,0,3098,0,0,0,6.7,0,72411,0,897.4837246,0,0.36,1,0.84,1,0.039,1,0.08,0
59069,59069,REED POINT,Montana,Stillwater,0,0,3098,0,0,0,6.7,0,72411,0,897.4837246,0,0.36,1,0.84,1,0.039,1,0.08,0
59011,59011,Big Timber,Montana,Sweet Grass,0,0,3651,0,0,0,13.3,0,63850,0,825.6586995,0,0.71,0,0.95,0,0.031,0,0.09,1
59033,59033,GREYCLIFF,Montana,Sweet Grass,0,0,3651,0,0,0,13.3,0,63850,0,825.6586995,0,0.71,0,0.95,0,0.031,0,0.09,1
59052,59052,MCLEOD,Montana,Sweet Grass,0,0,3651,0,0,0,13.3,0,63850,0,825.6586995,0,0.71,0,0.95,0,0.031,0,0.09,1
59055,59055,MELVILLE,Montana,Sweet Grass,0,0,3651,0,0,0,13.3,0,63850,0,825.6586995,0,0.71,0,0.95,0,0.031,0,0.09,1
59436,59436,Fairfield,Montana,Teton,0,0,1819,0,0,0,12.3,0,55764,1,1375.582558,1,0.27,1,0.99,0,0.04,1,0.11,1
59223,59223,FORT PECK,Montana,Valley,0,0,1513,0,0,0,10,0,60000,0,1217.964666,1,0.64,1,0.87,0,0.033,0,0.13,1
59230,59230,TAMPICO,Montana,Valley,0,0,3063,0,0,0,11.1,0,55821,1,1665.595174,1,0.64,1,0.87,0,0.033,0,0.13,1
59231,59231,St. Marie,Montana,Valley,0,0,1513,0,0,0,10,0,60000,0,1217.964666,1,0.64,1,0.87,0,0.033,0,0.13,1
59244,59244,Larslan,Montana,Valley,0,0,3063,0,0,0,11.1,0,55821,1,1665.595174,1,0.64,1,0.87,0,0.033,0,0.13,1
59248,59248,NASHUA,Montana,Valley,0,0,3063,0,0,0,11.1,0,55821,1,1665.595174,1,0.64,1,0.87,0,0.033,0,0.13,1
59250,59250,OPHEIM,Montana,Valley,0,0,1513,0,0,0,10,0,60000,0,1217.964666,1,0.64,1,0.87,0,0.033,0,0.13,1
59273,59273,Vandalia,Montana,Valley,0,0,3063,0,0,0,11.1,0,55821,1,1665.595174,1,0.64,1,0.87,0,0.033,0,0.13,1
59353,59353,Wibaux,Montana,Wibaux,0,0,1017,0,0,0,14.2,0,57143,1,1016.999996,1,0.03,1,0.94,0,0.033,0,0.1,1
68866,68866,PLEASANTON,Nebraska,Buffalo,0,0,3555,0,0,0,8.4,0,65085,0,1125.467357,1,0.89,0,0.94,0,0.025,0,0.08,0
69337,69337,Chadron,Nebraska,Dawes,0,0,3013,0,0,0,18.5,0,55486,1,2121.552262,1,0.9,0,0.52,1,0.024,0,0.12,1
69129,69129,Chappell,Nebraska,Deuel,0,0,1941,0,0,0,14.3,0,58631,1,520.520611,0,0.78,0,0.92,0,0.028,0,0.12,1
68966,68966,Orleans,Nebraska,Harlan,0,0,3423,0,0,0,11.8,0,55275,1,207.8885233,0,0.56,1,1,0,0.026,0,0.11,1
69036,69036,LEBANON,Nebraska,Red Willow,0,0,2708,0,0,0,12.4,0,70435,0,1262.069941,1,0.74,0,0.98,0,0.025,0,0.09,1
69361,69361,Scottsbluff,Nebraska,Scotts Bluff,0,0,2781,0,0,0,4.6,0,62684,0,441.6215359,0,0.69,1,0.9,0,0.034,0,0.12,1
68622,68622,Bartlett,Nebraska,Wheeler,0,0,818,0,0,0,13.1,0,54000,1,817.9999979,0,0.04,1,0,1,0.023,0,0.11,1
87740,87740,Raton,New Mexico,Colfax,0,0,4315,0,1,1,22,1,40500,1,130.1050208,0,0.78,0,0.81,1,0.06,1,0.09,1
87520,87520,CHAMA,New Mexico,Rio Arriba,0,0,3388,0,0,0,19.4,0,52419,1,838.2636509,0,0.75,0,0.73,1,0.064,1,0.12,1
58765,58765,Noonan,North Dakota,Divide,0,0,2071,0,0,0,7.3,0,72031,0,688.7050356,0,0.55,1,0,1,0.017,0,0.1,1
58621,58621,Trotters,North Dakota,Golden Valley,0,0,1680,0,0,0,7.9,0,72188,0,1680,1,0.39,1,0,1,0.02,0,0.08,0
58835,58835,Arnegard,North Dakota,McKenzie,0,0,1930,0,0,0,6.4,0,92292,0,0,0,0.66,1,0.82,1,0.025,0,0.09,1
58838,58838,Cartwright,North Dakota,McKenzie,0,0,1723,0,0,0,10,0,114712,0,905.8919111,0,0.66,1,0.82,1,0.025,0,0.09,1
58801,58801,Wilston,North Dakota,Williams,0,0,1934,0,0,0,5.1,0,81250,0,508.6726666,0,0.79,0,0.81,1,0.025,0,0.08,0
97526,97526,Grants Pass,Oregon,Josephine,1,0,2038,0,0,1,21.9,1,56653,1,79.24786604,0,0.82,0,0.7,1,0.054,1,0.08,0
97365,97365,Newport,Oregon,Lincoln,0,0,3347,0,0,0,16,0,51618,1,0,0,0.93,0,0.78,1,0.047,1,0.1,1
57747,57747,Hot Springs,South Dakota,Fall River,0,0,2787,0,0,0,16,0,63444,0,1674.413001,1,0.94,0,0.81,1,0.042,1,0.1,1
57719,57719,Box Elder,South Dakota,Meade,0,0,7475,0,0,0,10.7,0,63693,0,1021.033691,1,0.68,1,0.88,0,0.035,0,0.1,1
57626,57626,Faith,South Dakota,Perkins,0,0,2982,0,0,0,13.9,0,60595,0,1470.762779,1,0.71,0,0.92,0,0.03,0,0.14,1
57601,57601,Mobridge,South Dakota,Walworth,0,0,1667,0,0,0,12.4,0,58864,1,1439.868969,1,0.65,1,0.96,0,0.051,1,0.13,1
76504,76504,Temple,Texas,Bell,0,0,6219,0,0,0,6.2,0,70000,0,489.7985185,0,0.8,0,0.78,1,0.042,1,0.14,1
76446,76446,Dublin,Texas,Erath,0,0,3054,0,0,0,6.7,0,75150,0,2927.949868,1,0.62,1,0.59,1,0.034,0,0.22,1
76049,76049,Granbury,Texas,Hood,0,0,4361,0,1,1,12.9,0,51250,1,0,0,0.73,0,0.95,0,0.042,1,0.18,1
79403,79403,Lubbock,Texas,Lubbock,1,0,2628,0,0,1,18.1,0,46336,1,0,0,0.89,0,0.9,0,0.032,0,0.15,1
79424,79424,Lubbock,Texas,Lubbock,1,0,1856,0,0,1,24.2,1,75781,0,0,0,0.89,0,0.9,0,0.032,0,0.15,1
84525,84525,Green River,Utah,Emery,0,0,4185,0,0,0,7.9,0,67188,0,116.6877688,0,0.44,1,0.94,0,0.052,1,0.09,1
84532,84532,MOAB,Utah,Grand,1,0,4833,0,0,0,17.3,0,59073,0,170.5281588,0,0.95,0,0.83,1,0.053,1,0.14,1
84532-0000,84532,MOAB,Utah,Grand,1,0,4833,0,0,0,17.3,0,59073,0,170.5281588,0,0.95,0,0.83,1,0.053,1,0.14,1
84511,84511,Blanding,Utah,San Juan,0,0,3773,0,0,0,15.4,0,59137,0,974.8755786,0,0.37,1,0.92,0,0.072,1,0.17,1
84780,84780,Washington,Utah,Washington,0,0,8839,0,0,0,16.9,0,59653,0,52.6291455,0,0.81,0,0.89,0,0.035,0,0.12,1
98368,98368,PORT TOWNSEND,Washington,Jefferson,0,0,6148,0,0,0,7,0,76346,0,91.4984622,0,0.85,0,0.8,1,0.061,1,0.07,0
82072,82072,LARAMIE,Wyoming,Albany,1,0,3368,0,0,0,18.6,0,70625,0,39.19932741,0,0.9,0,0.81,1,0.028,0,0.12,1
82410,82410,BASIN,Wyoming,Big Horn,0,0,2542,0,0,0,3.6,0,69444,0,593.5380361,0,0.68,1,0.66,1,0.041,1,0.18,1
82420,82420,Cowley,Wyoming,Big Horn,0,0,2542,0,0,0,3.6,0,69444,0,593.5380361,0,0.68,1,0.66,1,0.041,1,0.18,1
82421,82421,DEAVER,Wyoming,Big Horn,0,0,3555,0,0,0,14.1,0,58821,1,1093.437958,1,0.68,1,0.66,1,0.041,1,0.18,1
82426,82426,GREYBULL,Wyoming,Big Horn,0,0,5571,0,0,0,11.6,0,62241,0,489.4470105,0,0.68,1,0.66,1,0.041,1,0.18,1
82431,82431,LOVELL,Wyoming,Big Horn,0,0,3555,0,0,0,14.1,0,58821,1,1093.437958,1,0.68,1,0.66,1,0.041,1,0.18,1
82441,82441,Shell,Wyoming,Big Horn,0,0,5571,0,0,0,11.6,0,62241,0,489.4470105,0,0.68,1,0.66,1,0.041,1,0.18,1
82718,82718,GILLETTE,Wyoming,Campbell,0,0,8924,0,0,0,5,0,95605,0,1748.677425,1,0.55,1,0.79,1,0.049,1,0.12,1
82633,82633,Douglass,Wyoming,Converse,0,0,2807,0,0,0,14.1,0,61607,0,0,0,0.84,0,0.87,0,0.044,1,0.12,1
82721,82721,MOORCROFT,Wyoming,Crook,0,0,4481,0,0,0,4.7,0,73681,0,1172.53961,1,0.71,0,0.98,0,0.035,0,0.14,1
82516,82516,Fremont,Wyoming,Fremont,0,0,4422,0,0,0,4,0,63973,0,1108.221262,1,0.66,1,0.69,1,0.056,1,0.21,1
82520,82520,LANDER,Wyoming,Fremont,0,0,3973,0,0,1,28.9,1,61948,0,0,0,0.66,1,0.69,1,0.056,1,0.21,1
82649,82649,Shoshoni,Wyoming,Fremont,0,0,1803,0,0,0,3.1,0,58589,1,105.6418689,0,0.66,1,0.69,1,0.056,1,0.21,1
82834,82834,BUFFALO,Wyoming,Johnson,0,0,2475,0,0,0,5.6,0,59955,0,1485.869778,1,0.68,1,0.86,0,0.041,1,0.15,1
82435,82435,POWELL,Wyoming,Park,0,0,7155,0,1,0,3.5,0,74667,0,2817.749205,1,0.64,1,0.85,0,0.042,1,0.15,1
82801,82801,SHERIDAN,Wyoming,Sheridan,0,0,6541,0,0,0,3.3,0,93421,0,2102.699502,1,0.87,0,0.86,0,0.04,1,0.12,1
82833,82833,BUFFALO,Wyoming,Sheridan,0,0,6541,0,0,0,3.3,0,93421,0,2102.699502,1,0.87,0,0.86,0,0.04,1,0.12,1
82842,82842,STORY,Wyoming,Sheridan,0,0,4697,0,0,0,8.1,0,82212,0,2539.790622,1,0.87,0,0.86,0,0.04,1,0.12,1
82941,82941,Pinedale,Wyoming,Sublette,0,0,4321,0,0,0,11.8,0,74063,0,962.0926516,0,0.48,1,0.92,0,0.044,1,0.14,1
82301,82301,Riner,Wyoming,Sweetwater,0,0,4675,0,0,0,14.6,0,70865,0,0,0,0.9,0,0.8,1,0.046,1,0.13,1
82442,82442,TEN SLEEP,Wyoming,Washakie,1,0,3326,0,0,0,15.2,0,67917,0,901.906926,0,0.82,0,0.86,0,0.041,1,0.17,1
