ZIP Code Standard,Zip Codes Clean,City ,State,County,Crime Rate ,Urban or Rural,Population (2010 US Census),Low Access Tract 1and10,Vehicle Access,Low Income Tracts,Poverty Rate,Poverty Tract (At or > 20%),Median Family Income,"Family Income Tract (At or < $59,039)",Low Access to Supermarket,Risk of Of Being Distant from SM,Access to Exercise (%),Lack of Exercise Access,High School Graduation Rate,Below National Average (84.6%),Percentage Unemployed,Unemployed Tract (National Average = 3.7%,Percentage Uninsured,Uninsured Tract (National Average = 8.8%
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
80020,80020,BROOMFIELD,Colorado,Jefferson,0,1,1857,0,0,0,2.2,0,98229,0,17.65608931,0,0.99,0,0.83,1,0.026,0,0.07,0
80021,80021,BROOMFIELD,Colorado,Jefferson,0,1,2046,0,0,0,6.9,0,64500,0,1017.295682,1,0.99,0,0.83,1,0.026,0,0.07,0
80033,80033,WHEAT RIDGE,Colorado,Jefferson,0,1,4786,0,0,0,2.4,0,132356,0,2004.773339,1,0.99,0,0.83,1,0.026,0,0.07,0
80033,80033,WHEAT RIDGE,Colorado,Jefferson,0,1,4786,0,0,0,2.4,0,132356,0,2004.773339,1,0.99,0,0.83,1,0.026,0,0.07,0
80033,80033,WHEAT RIDGE,Colorado,Jefferson,0,1,4786,0,0,0,2.4,0,132356,0,2004.773339,1,0.99,0,0.83,1,0.026,0,0.07,0
80034,80034,WHEAT RIDGE,Colorado,Jefferson,0,1,3269,0,0,0,6.9,0,112375,0,2796.954377,1,0.99,0,0.83,1,0.026,0,0.07,0
80038,80038,BROOMFIELD,Colorado,Jefferson,0,1,2501,0,0,0,6.9,0,74063,0,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80401,80401,GOLDEN,Colorado,Jefferson,0,1,3575,0,0,0,6.1,0,104464,0,1421.089825,1,0.99,0,0.83,1,0.026,0,0.07,0
80402,80402,GOLDEN,Colorado,Jefferson,0,1,3796,0,0,0,2.5,0,109159,0,3322.407061,1,0.99,0,0.83,1,0.026,0,0.07,0
80403,80403,GOLDEN,Colorado,Jefferson,0,1,2750,0,0,0,1.5,0,145139,0,2706.415888,1,0.99,0,0.83,1,0.026,0,0.07,0
80403,80403,Arvada,Colorado,Jefferson,0,1,5555,0,0,0,12.8,0,81776,0,384.2217209,0,0.99,0,0.83,1,0.026,0,0.07,0
80414,80414,GOLDEN,Colorado,Jefferson,0,1,4360,0,0,0,1.9,0,123750,0,1840.272358,1,0.99,0,0.83,1,0.026,0,0.07,0
80433,80433,CONIFER,Colorado,Jefferson,0,1,5555,0,0,0,12.8,0,81776,0,384.2217209,0,0.99,0,0.83,1,0.026,0,0.07,0
80439,80439,EVERGREEN,Colorado,Jefferson,0,1,4307,0,0,0,13,0,70865,0,162.9707549,0,0.99,0,0.83,1,0.026,0,0.07,0
80453,80453,IDLEDALE,Colorado,Jefferson,0,1,2484,0,0,0,2.5,0,100125,0,439.5979083,0,0.99,0,0.83,1,0.026,0,0.07,0
80454,80454,INDIAN HILLS,Colorado,Jefferson,0,1,3685,0,0,0,5,0,80819,0,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80457,80457,KITTREDGE,Colorado,Jefferson,0,1,2201,0,0,0,4.8,0,79628,0,0,0,0.99,0,0.83,1,0.026,0,0.07,0
80465,80465,MORRISON,Colorado,Jefferson,0,1,2942,0,0,0,7.5,0,122463,0,1486.982416,1,0.99,0,0.83,1,0.026,0,0.07,0
80465-1570,80465,MORRISON,Colorado,Jefferson,0,1,2942,0,0,0,7.5,0,122463,0,1486.982416,1,0.99,0,0.83,1,0.026,0,0.07,0
80470,80470,PINE,Colorado,Jefferson,0,1,4010,0,0,0,2,0,140991,0,3973.915994,1,0.99,0,0.83,1,0.026,0,0.07,0
81301,81301,DURANGO,Colorado,La Plata,0,1,6718,0,0,0,15.5,0,76667,0,2522.724542,1,0.78,0,0.83,1,0.025,0,0.1,1
80461,80461,LEADVILLE,Colorado,Lake,0,1,5140,0,0,0,7.7,0,69309,0,1228.886859,1,0.99,0,0.55,1,0.022,0,0.12,1
80512,80512,BELLVUE,Colorado,Larimer,0,1,2487,0,0,1,31.3,1,59107,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80513,80513,BERTHOUD,Colorado,Larimer,0,1,2461,0,0,1,41.6,1,86719,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80513-1195,80513,BERTHOUD,Colorado,Larimer,0,1,2461,0,0,1,41.6,1,86719,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80513-8068,80513,BERTHOUD,Colorado,Larimer,0,1,2461,0,0,1,41.6,1,86719,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80517,80517,ESTES PARK,Colorado,Larimer,0,1,2594,0,0,1,22.8,1,78214,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80521,80521,FORT COLLINS,Colorado,Larimer,0,1,2851,0,0,0,12.8,0,75329,0,2379.720246,1,0.93,0,0.79,1,0.024,0,0.07,0
80524,80524,FORT COLLINS,Colorado,Larimer,0,1,1850,0,0,1,20.8,1,63929,0,12.57318211,0,0.93,0,0.79,1,0.024,0,0.07,0
80526,80526,FORT COLLINS,Colorado,Larimer,0,1,5082,0,1,1,54.2,1,45323,1,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80527,80527,FORT COLLINS,Colorado,Larimer,1,1,5200,0,0,0,17.7,0,62462,0,910.7928884,0,0.93,0,0.79,1,0.024,0,0.07,0
80528,80528,FORT COLLINS,Colorado,Larimer,0,1,2820,0,0,1,42.6,1,53875,1,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80536,80536,LIVERMORE,Colorado,Larimer,0,1,3229,0,0,1,54.4,1,48328,1,203.1593643,0,0.93,0,0.79,1,0.024,0,0.07,0
80536-9337,80536,LIVERMORE,Colorado,Larimer,0,1,3229,0,0,1,54.4,1,48328,1,203.1593643,0,0.93,0,0.79,1,0.024,0,0.07,0
80537,80537,LOVELAND,Colorado,Larimer,0,1,2818,0,0,1,30.8,1,75132,0,125.7082367,0,0.93,0,0.79,1,0.024,0,0.07,0
80538,80538,LOVELAND,Colorado,Larimer,0,1,6073,0,1,1,53.5,1,29750,1,0,0,0.93,0,0.79,1,0.024,0,0.07,0
80549,80549,WELLINGTON,Colorado,Larimer,0,1,2733,0,0,1,26.1,1,59519,0,0,0,0.93,0,0.79,1,0.024,0,0.07,0
81501,81501,GRAND JUNCTION,Colorado,Mesa,0,1,12810,0,0,0,14.6,0,64311,0,5014.392842,1,0.78,0,0.76,1,0.04,1,0.09,1
81502,81502,GRAND JUNCTION,Colorado,Mesa,0,1,5998,0,0,0,5.6,0,80600,0,2601.124273,1,0.78,0,0.76,1,0.04,1,0.09,1
81506,81506,GRAND JUNCTION,Colorado,Mesa,0,1,5600,0,0,0,9.4,0,65302,0,3156.128842,1,0.78,0,0.76,1,0.04,1,0.09,1
81507,81507,GRAND JUNCTION,Colorado,Mesa,0,1,3582,0,0,0,11.5,0,78690,0,1685.83739,1,0.78,0,0.76,1,0.04,1,0.09,1
81520,81520,CLIFTON,Colorado,Mesa,0,1,6459,0,0,0,9.2,0,73500,0,2799.922957,1,0.78,0,0.76,1,0.04,1,0.09,1
81526,81526,PALISADE,Colorado,Mesa,0,1,3513,0,0,1,16,0,49875,1,93.96373847,0,0.78,0,0.76,1,0.04,1,0.09,1
81625,81625,CRAIG,Colorado,Moffat ,1,1,4526,0,0,0,8.9,0,69375,0,1585.489522,1,0.77,0,0.81,1,0.033,0,0.1,1
81402,81402,MONTROSE,Colorado,Montrose,0,1,6110,0,1,1,21.3,1,55225,1,362.9859283,0,0.85,0,0.81,1,0.033,0,0.12,1
81001,81001,PUEBLO,Colorado,Pueblo,1,1,2692,0,0,1,19.6,0,46196,1,113.5666125,0,0.68,1,0.81,1,0.043,1,0.08,0
81004,81004,PUEBLO,Colorado,Pueblo,1,1,2692,0,0,1,19.6,0,46196,1,113.5666125,0,0.68,1,0.81,1,0.043,1,0.08,0
81007,81007,PUEBLO,Colorado,Pueblo,0,1,3519,0,0,0,5.5,0,65114,0,1668.005201,1,0.68,1,0.81,1,0.043,1,0.08,0
81022,81022,AVONDALE,Colorado,Pueblo,0,1,4661,0,0,0,14,0,63566,0,4615.936222,1,0.68,1,0.81,1,0.043,1,0.08,0
80477,80477,STEAMBOAT SPRINGS,Colorado,Routt,0,1,3139,0,0,0,3.6,0,90521,0,597.3725224,0,0.81,0,0.94,0,0.024,0,0.08,0
80498,80498,SILVERTHORNE,Colorado,Summit,1,1,4254,0,0,0,12.5,0,62807,0,2268.474364,1,1,0,0.95,0,0.019,0,0.11,1
80514,80514,DACONO,Colorado,Weld,0,1,2468,0,1,1,50.7,1,28750,1,175.3646577,0,0.8,0,0.82,1,0.027,0,0.09,1
80516,80516,ERIE,Colorado,Weld,0,1,3207,0,0,1,60.5,1,34167,1,117.1883049,0,0.8,0,0.82,1,0.027,0,0.09,1
80516-8907,80516,ERIE,Colorado,Weld,0,1,3207,0,0,1,60.5,1,34167,1,117.1883049,0,0.8,0,0.82,1,0.027,0,0.09,1
80520,80520,FIRESTONE,Colorado,Weld,0,1,3166,0,0,0,15.6,0,71563,0,1538.519255,1,0.8,0,0.82,1,0.027,0,0.09,1
80530,80530,FREDERICK,Colorado,Weld,0,1,3128,0,0,1,33.7,1,28388,1,38.54050827,0,0.8,0,0.82,1,0.027,0,0.09,1
80530-9005,80530,FREDERICK,Colorado,Weld,0,1,3128,0,0,1,33.7,1,28388,1,38.54050827,0,0.8,0,0.82,1,0.027,0,0.09,1
80534,80534,JOHNSTOWN,Colorado,Weld,0,1,3401,0,0,1,54.9,1,28072,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80542,80542,MEAD,Colorado,Weld,0,1,4718,0,0,1,40.4,1,27629,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80542-4575,80542,MEAD,Colorado,Weld,0,1,4718,0,0,1,40.4,1,27629,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80542-6008,80542,MEAD,Colorado,Weld,0,1,4718,0,0,1,40.4,1,27629,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80543,80543,MILLIKEN,Colorado,Weld,0,1,4433,0,0,1,36.3,1,37802,1,242.2675399,0,0.8,0,0.82,1,0.027,0,0.09,1
80550,80550,WINDSOR,Colorado,Weld,0,1,4431,0,0,1,17.1,0,47134,1,116.2834734,0,0.8,0,0.82,1,0.027,0,0.09,1
80620,80620,EVANS,Colorado,Weld,1,1,1869,0,0,0,0,0,0,1,61.77669525,0,0.8,0,0.82,1,0.027,0,0.09,1
80621,80621,FORT LUPTON,Colorado,Weld,0,1,3362,0,0,1,24.9,1,41200,1,12.86367919,0,0.8,0,0.82,1,0.027,0,0.09,1
80623,80623,GILCREST,Colorado,Weld,0,1,3313,0,0,1,34.9,1,33357,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80623-0234,80623,GILCREST,Colorado,Weld,0,1,3313,0,0,1,34.9,1,33357,1,0,0,0.8,0,0.82,1,0.027,0,0.09,1
80643,80643,KEENESBURG,Colorado,Weld,0,1,2806,0,0,1,21.5,1,67097,0,11.18046433,0,0.8,0,0.82,1,0.027,0,0.09,1
80643-0028,80643,KEENESBURG,Colorado,Weld,0,1,2806,0,0,1,21.5,1,67097,0,11.18046433,0,0.8,0,0.82,1,0.027,0,0.09,1
33009,33009,Hallandale,Florida,Broward,0,1,3229,0,0,0,7.4,0,65568,0,0,0,0.96,0,0.81,1,0.039,1,0.15,1
32224,32224,Jacksonville ,Florida,Duval,1,1,5483,0,1,1,21.8,1,46406,1,183.367471,0,0.94,0,0.8,1,0.041,1,0.13,1
33511,33511,Brandon,Florida,Hillsborough ,1,1,4308,0,0,1,36,1,54423,1,202.0208492,0,0.92,0,0.83,1,0.056,1,0.14,1
33131,33131,Miami,Florida,Miami-Dade,1,1,2347,0,1,0,16.9,0,101098,0,0,0,0.96,0,0.81,1,0.048,1,0.19,1
33437,33437,Boynton Beach,Florida,Palm Beach,0,1,6697,0,0,0,3.7,0,89167,0,902.7392106,0,0.93,0,0.86,0,0.041,1,0.16,1
33761,33761,Clearwater ,Florida,Pinellas,0,1,5253,0,1,1,31.6,1,35556,1,0,0,0.96,0,0.83,1,0.037,0,0.14,1
34236,34236,Sarasota,Florida,Sarasota,1,1,4255,0,0,0,15.8,0,79259,0,0,0,0.92,0,0.86,0,0.038,1,0.16,1
32750,32750,Longwood,Florida,Seminole,0,1,1442,0,0,1,39.1,1,37813,1,0,0,0.91,0,0.89,0,0.036,0,0.12,1
31401,31401,Savannah,Georgia,Chatham,1,1,1811,0,1,1,90,1,4077,1,0,0,0.87,0,0.85,0,0.045,1,0.15,1
30033,30033,Decatur,Georgia,DeKalb ,1,1,1750,0,0,0,3.5,0,171964,0,0,0,0.94,0,0.77,1,0.048,1,0.15,1
83616,83616,Eagle,Idaho,Ada,0,1,3897,0,0,1,41,1,28640,1,0,0,0.88,0,0.77,1,0.028,0,0.09,1
60640,60640,Chicago,Illinois,Cook,1,1,4854,0,1,1,29.7,1,44826,1,0,0,0.99,0,0.92,0,0.052,1,0.09,1
60148,60148,Lombard,Illinois,DuPage,0,1,2999,0,0,0,9,0,65202,0,186.3391924,0,1,0,0.95,0,0.041,1,0.06,0
60010,60010,Tower Lakes,Illinois,Lake,0,1,8492,0,1,0,5.5,0,87995,0,2079.418066,1,0.99,0,0.91,0,0.044,1,0.07,0
60035,60035,Highland Park,Illinois,Lake,0,1,3517,0,0,0,4.2,0,98068,0,1868.633445,1,0.99,0,0.91,0,0.044,1,0.07,0
61350,61350,Ottawa,Illinois,LaSalle,0,1,6355,0,0,0,4.9,0,72182,0,6346.980776,1,0.82,0,0.88,0,0.055,1,0.06,0
46062,46062,Noblesville,Indiana,Hamilton,0,1,3208,0,0,1,18.9,0,52313,1,215.1679562,0,0.92,0,0.77,1,0.027,0,0.05,0
46220,46220,Indianapolis,Indiana,Marion,1,1,7096,0,0,0,8.2,0,113462,0,6446.923176,1,0.88,0,0.91,0,0.036,0,0.11,1
46256,46256,Castleton,Indiana,Marion,1,1,3536,0,1,0,7.9,0,74919,0,3.036599845,0,0.88,0,0.91,0,0.036,0,0.11,1
46637,46637,Roseland,Indiana,St. Joseph,1,1,2076,0,1,1,22.8,1,38516,1,0,0,0.84,0,0.85,0,0.036,0,0.1,1
66748,66748,Humboldt,Kansas,Allen,0,1,2358,0,0,0,15.7,0,52306,1,0,0,0.73,0,0.93,0,0.49,1,0.09,1
66002,66002,Atchison,Kansas,Atchison,0,1,6403,0,0,0,14.3,0,60250,0,4215.078831,1,0.74,0,0.85,0,0.052,1,0.07,0
66023,66023,Effingham,Kansas,Atchison,0,1,3126,0,1,1,31.9,1,49848,1,19.23668885,0,0.74,0,0.85,0,0.052,1,0.07,0
66058,66058,MUSCOTAH,Kansas,Atchison,0,1,2907,0,0,1,23.1,1,58534,1,383.485389,0,0.74,0,0.85,0,0.052,1,0.07,0
66424,66424,EVEREST,Kansas,Brown,0,1,3072,0,0,0,16.2,0,56111,1,324.4742733,0,0.56,1,0.86,0,0.032,0,0.11,1
66856,66856,LEBO,Kansas,Coffey,0,1,2951,0,0,0,11.5,0,66800,0,595.2585754,0,0.58,1,0.93,0,0.053,1,0.07,0
66049,66049,LAWRENCE,Kansas,Douglas,0,1,7367,0,1,1,59.3,1,44453,1,0,0,0.92,0,0.84,1,0.032,0,0.1,1
66050,66050,Lecompton,Kansas,Douglas,0,1,5366,0,0,1,33.2,1,72917,0,402.7085227,0,0.92,0,0.84,1,0.032,0,0.1,1
68137,68137,Omaha,Kansas,Douglas,1,1,5786,0,0,0,6.3,0,94209,0,1561.487818,1,0.92,0,0.84,1,0.032,0,0.1,1
67601,67601,HAYS,Kansas,Ellis,0,1,5421,0,1,0,16.3,0,55938,1,490.9197717,0,0.9,0,0.9,0,0.025,0,0.08,0
66860,66860,MADISON,Kansas,Greenwood,0,1,2766,0,0,0,12.2,0,52656,1,280.949436,0,0.6,1,1,0,0.043,1,0.11,1
66418,66418,DELIA,Kansas,Jackson,0,1,4005,0,0,0,12.6,0,58994,1,563.0409106,0,0.49,1,0.94,0,0.031,0,0.09,1
66439,66439,HORTON,Kansas,Jackson,0,1,4005,0,0,0,12.6,0,58994,1,563.0409106,0,0.49,1,0.94,0,0.031,0,0.09,1
66516,66516,NETAWAKA,Kansas,Jackson,0,1,4005,0,0,0,12.6,0,58994,1,563.0409106,0,0.49,1,0.94,0,0.031,0,0.09,1
66201,66201,MISSION,Kansas,Johnson,0,1,4688,0,0,0,2.6,0,116585,0,0,0,0.95,0,0.9,0,0.03,0,0.06,0
66048,66048,Leavenworth,Kansas,Leavenworth,1,1,5383,0,1,0,6.5,0,66686,0,798.6447073,0,0.79,0,0.92,0,0.39,1,0.07,0
66086,66086,TONGANOXIE,Kansas,Leavenworth,0,1,3502,0,0,0,13.6,0,63636,0,2143.056182,1,0.79,0,0.92,0,0.39,1,0.07,0
66801,66801,Emporia,Kansas,Lyon,1,1,2996,0,0,1,44.2,1,43813,1,0,0,0.71,0,0.88,0,0.038,1,0.13,1
66801-5937,66801,Emporia,Kansas,Lyon,1,1,2996,0,0,1,44.2,1,43813,1,0,0,0.71,0,0.88,0,0.038,1,0.13,1
66801-7550,66801,Emporia,Kansas,Lyon,1,1,2996,0,0,1,44.2,1,43813,1,0,0,0.71,0,0.88,0,0.038,1,0.13,1
66801-7642,66801,Emporia,Kansas,Lyon,1,1,2996,0,0,1,44.2,1,43813,1,0,0,0.71,0,0.88,0,0.038,1,0.13,1
66830,66830,Admire,Kansas,Lyon,0,1,4988,0,0,1,27.4,1,39600,1,46.81080502,0,0.71,0,0.88,0,0.038,1,0.13,1
66833,66833,Allen,Kansas,Lyon,0,1,6847,0,0,0,17.4,0,59453,0,399.9295364,0,0.71,0,0.88,0,0.038,1,0.13,1
66411,66411,BLUE RAPIDS,Kansas,Marshall,0,1,3581,0,0,0,11.5,0,65250,0,541.9587138,0,0.5,1,0.81,1,0.028,0,0.09,1
67460,67460,MCPHERSON,Kansas,McPherson,0,1,3658,0,0,0,6.8,0,69625,0,1111.680257,1,0.74,0,0.92,0,0.028,0,0.09,1
66415,66415,CENTRALIA,Kansas,Nemaha,0,1,3465,0,0,0,12.1,0,67823,0,907.0878473,0,0.41,1,0.93,0,0.024,0,0.08,0
66510,66510,MELVERN,Kansas,Osage,0,1,3065,0,0,0,16.9,0,61154,0,410.4615278,0,0.64,1,0.86,0,0.04,1,0.1,1
66543,66543,VASSAR,Kansas,Osage,0,1,3065,0,0,0,16.9,0,61154,0,410.4615278,0,0.64,1,0.86,0,0.04,1,0.1,1
67502,67502,HUTCHINSON,Kansas,Reno,1,1,4138,0,0,0,3.2,0,64938,0,0,0,0.67,1,0.87,0,0.039,1,0.1,1
66517,66517,OGDEN,Kansas,Riley,0,1,7779,0,0,0,4.7,0,94577,0,2579.623174,1,0.9,0,0.82,1,0.03,0,0.09,1
66531,66531,Riley,Kansas,Riley,0,1,4188,0,0,1,21,1,69063,0,0,0,0.9,0,0.82,1,0.03,0,0.09,1
67401,67401,BAVARIA,Kansas,Saline,0,1,5598,0,1,1,22.4,1,43672,1,211.1430521,0,0.83,0,0.88,0,0.032,0,0.11,1
67052,67052,GODDARD,Kansas,Sedgwick,0,1,3527,0,0,1,41.4,1,26489,1,0,0,0.86,0,0.81,1,0.042,1,0.11,1
67110,67110,MULVANE,Kansas,Sedgwick,0,1,3054,0,0,0,18.7,0,57326,1,0,0,0.86,0,0.81,1,0.042,1,0.11,1
67204,67204,WICHITA,Kansas,Sedgwick,1,1,5513,0,1,1,29.5,1,37216,1,337.6820748,0,0.86,0,0.81,1,0.042,1,0.11,1
67210,67210,WICHITA,Kansas,Sedgwick,1,1,3195,0,1,1,29.9,1,39615,1,349.2584515,0,0.86,0,0.81,1,0.042,1,0.11,1
67211,67211,WICHITA,Kansas,Sedgwick,1,1,2048,0,0,1,50.1,1,19091,1,0,0,0.86,0,0.81,1,0.042,1,0.11,1
67218,67218,WICHITA,Kansas,Sedgwick,1,1,2136,0,0,1,49.4,1,25455,1,0,0,0.86,0,0.81,1,0.042,1,0.11,1
66402,66402,AUBURN,Kansas,Shawnee,1,1,4420,0,0,1,44.6,1,30598,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66409,66409,BERRYTON,Kansas,Shawnee,1,1,2442,0,1,1,35.9,1,37500,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66409,66409,BERRYTON,Kansas,Shawnee,1,1,2442,0,1,1,35.9,1,37500,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66546,66546,WAKARUSA,Kansas,Shawnee,0,1,6335,0,0,0,15.2,0,63571,0,716.6325266,0,0.91,0,0.86,0,0.037,0,0.09,1
66607,66607,TOPEKA,Kansas,Shawnee,1,1,4141,0,0,1,25.7,1,40273,1,30.03168678,0,0.91,0,0.86,0,0.037,0,0.09,1
66607,66607,TOPEKA,Kansas,Shawnee,1,1,4141,0,0,1,25.7,1,40273,1,30.03168678,0,0.91,0,0.86,0,0.037,0,0.09,1
66607,66607,TOPEKA,Kansas,Shawnee,1,1,4141,0,0,1,25.7,1,40273,1,30.03168678,0,0.91,0,0.86,0,0.037,0,0.09,1
66608,66608,TOPEKA,Kansas,Shawnee,1,1,2125,0,0,1,23.7,1,55667,1,57.69032907,0,0.91,0,0.86,0,0.037,0,0.09,1
66608,66608,TOPEKA,Kansas,Shawnee,1,1,2125,0,0,1,23.7,1,55667,1,57.69032907,0,0.91,0,0.86,0,0.037,0,0.09,1
66609,66609,TOPEKA,Kansas,Shawnee,1,1,2739,0,0,1,22.3,1,83281,0,395.5034661,0,0.91,0,0.86,0,0.037,0,0.09,1
66609,66609,TOPEKA,Kansas,Shawnee,1,1,2739,0,0,1,22.3,1,83281,0,395.5034661,0,0.91,0,0.86,0,0.037,0,0.09,1
66609,66609,TOPEKA,Kansas,Shawnee,1,1,2739,0,0,1,22.3,1,83281,0,395.5034661,0,0.91,0,0.86,0,0.037,0,0.09,1
66610,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610-1177,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610-1662,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610-2310,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610-2337,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610-3011,66610,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
66610,66611,TOPEKA,Kansas,Shawnee,0,1,2931,0,0,1,25.7,1,46538,1,0,0,0.91,0,0.86,0,0.037,0,0.09,1
